fecha_matrimonio,genero_1,genero_2,comuna
1/2/2018,Masculino,Femenino,1
1/2/2018,Masculino,Femenino,12
1/2/2018,Masculino,Femenino,12
1/2/2018,Femenino,Masculino,12
1/2/2018,Masculino,Femenino,7
1/2/2018,Masculino,Femenino,7
1/3/2018,Masculino,Femenino,1
1/3/2018,Masculino,Femenino,1
1/3/2018,Masculino,Femenino,12
1/3/2018,Masculino,Femenino,14
1/3/2018,Masculino,Femenino,4
1/3/2018,Femenino,Masculino,5
1/3/2018,Femenino,Masculino,7
1/4/2018,Masculino,Femenino,1
1/4/2018,Masculino,Femenino,1
1/4/2018,Masculino,Femenino,1
1/4/2018,Masculino,Femenino,1
1/4/2018,Masculino,Femenino,1
1/4/2018,Femenino,Masculino,12
1/4/2018,Femenino,Masculino,12
1/4/2018,Femenino,Masculino,12
1/4/2018,Masculino,Femenino,12
1/4/2018,Femenino,Masculino,12
1/4/2018,Masculino,Femenino,13
1/4/2018,Femenino,Masculino,13
1/4/2018,Masculino,Femenino,14
1/4/2018,Masculino,Femenino,14
1/4/2018,Masculino,Femenino,14
1/4/2018,Masculino,Femenino,14
1/4/2018,Femenino,Masculino,15
1/4/2018,Masculino,Femenino,5
1/4/2018,Femenino,Masculino,5
1/4/2018,Masculino,Femenino,6
1/4/2018,Masculino,Femenino,6
1/4/2018,Femenino,Masculino,7
1/4/2018,Masculino,Femenino,8
1/5/2018,Masculino,Femenino,1
1/5/2018,Masculino,Femenino,1
1/5/2018,Masculino,Femenino,1
1/5/2018,Masculino,Femenino,1
1/5/2018,Masculino,Femenino,1
1/5/2018,Masculino,Femenino,1
1/5/2018,Masculino,Femenino,1
1/5/2018,Masculino,Femenino,1
1/5/2018,Masculino,Femenino,1
1/5/2018,Masculino,Femenino,1
1/5/2018,Masculino,Femenino,1
1/5/2018,Masculino,Femenino,1
1/5/2018,Masculino,Femenino,1
1/5/2018,Masculino,Femenino,1
1/5/2018,Masculino,Femenino,1
1/5/2018,Masculino,Femenino,1
1/5/2018,Masculino,Femenino,1
1/5/2018,Masculino,Femenino,1
1/5/2018,Femenino,Femenino,1
1/5/2018,Masculino,Femenino,11
1/5/2018,Masculino,Femenino,11
1/5/2018,Femenino,Masculino,11
1/5/2018,Femenino,Masculino,11
1/5/2018,Masculino,Femenino,11
1/5/2018,Masculino,Femenino,11
1/5/2018,Femenino,Masculino,11
1/5/2018,Femenino,Masculino,12
1/5/2018,Femenino,Masculino,12
1/5/2018,Femenino,Masculino,12
1/5/2018,Masculino,Femenino,12
1/5/2018,Femenino,Masculino,13
1/5/2018,Masculino,Femenino,13
1/5/2018,Femenino,Masculino,13
1/5/2018,Masculino,Femenino,13
1/5/2018,Masculino,Femenino,13
1/5/2018,Masculino,Femenino,13
1/5/2018,Masculino,Femenino,13
1/5/2018,Femenino,Masculino,13
1/5/2018,Masculino,Femenino,14
1/5/2018,Masculino,Femenino,14
1/5/2018,Masculino,Femenino,14
1/5/2018,Masculino,Femenino,14
1/5/2018,Masculino,Femenino,14
1/5/2018,Masculino,Femenino,14
1/5/2018,Femenino,Masculino,15
1/5/2018,Femenino,Masculino,15
1/5/2018,Femenino,Masculino,15
1/5/2018,Femenino,Masculino,15
1/5/2018,Masculino,Femenino,2
1/5/2018,Masculino,Femenino,2
1/5/2018,Masculino,Femenino,2
1/5/2018,Masculino,Masculino,2
1/5/2018,Femenino,Masculino,3
1/5/2018,Masculino,Femenino,4
1/5/2018,No declara,Femenino,4
1/5/2018,Masculino,Femenino,4
1/5/2018,Masculino,Femenino,5
1/5/2018,Masculino,Femenino,5
1/5/2018,Masculino,Femenino,5
1/5/2018,Masculino,Femenino,5
1/5/2018,Masculino,Femenino,5
1/5/2018,Masculino,Femenino,6
1/5/2018,Masculino,Femenino,6
1/5/2018,Masculino,Femenino,6
1/5/2018,Masculino,Femenino,6
1/5/2018,Masculino,Femenino,6
1/5/2018,Masculino,Femenino,7
1/5/2018,Masculino,Femenino,7
1/5/2018,Masculino,Femenino,7
1/5/2018,Femenino,Masculino,7
1/5/2018,Masculino,Femenino,7
1/5/2018,Masculino,Femenino,7
1/5/2018,Masculino,Femenino,8
1/5/2018,Masculino,Femenino,8
1/5/2018,Masculino,Femenino,8
1/5/2018,Masculino,Femenino,8
1/6/2018,Masculino,Femenino,1
1/8/2018,Masculino,Femenino,1
1/8/2018,Masculino,Femenino,1
1/8/2018,Masculino,Femenino,1
1/8/2018,Masculino,Femenino,1
1/8/2018,Masculino,Femenino,1
1/8/2018,Masculino,Femenino,11
1/8/2018,Masculino,Femenino,11
1/8/2018,Masculino,Femenino,13
1/8/2018,Masculino,Femenino,13
1/8/2018,Femenino,Masculino,15
1/8/2018,Masculino,Femenino,2
1/8/2018,Femenino,Masculino,3
1/8/2018,Femenino,Femenino,4
1/8/2018,Masculino,Femenino,7
1/8/2018,Femenino,Masculino,7
1/8/2018,Masculino,Femenino,8
1/9/2018,Masculino,Femenino,1
1/9/2018,Masculino,Femenino,1
1/9/2018,Masculino,Femenino,1
1/9/2018,Masculino,Femenino,1
1/9/2018,Femenino,Masculino,11
1/9/2018,Masculino,Femenino,14
1/9/2018,Masculino,Femenino,14
1/9/2018,Masculino,Masculino,14
1/9/2018,Masculino,Femenino,4
1/9/2018,Masculino,Femenino,5
1/9/2018,Masculino,Femenino,5
1/9/2018,Femenino,Masculino,5
1/9/2018,Masculino,Femenino,6
1/9/2018,Femenino,Masculino,7
1/9/2018,Femenino,Masculino,7
1/10/2018,Masculino,Femenino,1
1/10/2018,Masculino,Femenino,1
1/10/2018,Masculino,Femenino,1
1/10/2018,Masculino,Femenino,1
1/10/2018,Masculino,Femenino,1
1/10/2018,Masculino,Femenino,1
1/10/2018,Masculino,Femenino,1
1/10/2018,Masculino,Femenino,11
1/10/2018,Masculino,Femenino,13
1/10/2018,Femenino,Masculino,13
1/10/2018,Masculino,Femenino,14
1/10/2018,Masculino,Femenino,14
1/10/2018,Femenino,Masculino,15
1/10/2018,Masculino,Femenino,5
1/10/2018,Masculino,Masculino,5
1/10/2018,Masculino,Femenino,6
1/10/2018,Masculino,Femenino,7
1/10/2018,Masculino,Femenino,8
1/11/2018,Masculino,Femenino,1
1/11/2018,Masculino,Femenino,1
1/11/2018,Masculino,Femenino,1
1/11/2018,Masculino,Femenino,1
1/11/2018,Masculino,Femenino,1
1/11/2018,Masculino,Femenino,1
1/11/2018,Femenino,Femenino,1
1/11/2018,Masculino,Femenino,1
1/11/2018,Masculino,Femenino,1
1/11/2018,Masculino,Femenino,12
1/11/2018,Femenino,Masculino,12
1/11/2018,Masculino,Femenino,12
1/11/2018,Masculino,Femenino,13
1/11/2018,Masculino,Femenino,14
1/11/2018,Masculino,Femenino,14
1/11/2018,Masculino,Femenino,2
1/11/2018,Masculino,Femenino,5
1/11/2018,Masculino,Femenino,6
1/11/2018,Masculino,Femenino,6
1/11/2018,Masculino,Femenino,7
1/11/2018,Femenino,Masculino,7
1/11/2018,Femenino,Masculino,7
1/11/2018,Femenino,Masculino,7
1/12/2018,Masculino,Femenino,1
1/12/2018,Masculino,Femenino,1
1/12/2018,Femenino,Femenino,1
1/12/2018,Masculino,Femenino,1
1/12/2018,Masculino,Masculino,1
1/12/2018,Masculino,Femenino,1
1/12/2018,Masculino,Femenino,1
1/12/2018,Masculino,Femenino,1
1/12/2018,Masculino,Femenino,1
1/12/2018,Masculino,Femenino,1
1/12/2018,Masculino,Femenino,1
1/12/2018,Masculino,Masculino,1
1/12/2018,Femenino,Femenino,1
1/12/2018,Masculino,Femenino,1
1/12/2018,Masculino,Femenino,1
1/12/2018,Masculino,Masculino,1
1/12/2018,Masculino,Femenino,1
1/12/2018,Masculino,Femenino,1
1/12/2018,Masculino,Femenino,1
1/12/2018,Femenino,Masculino,11
1/12/2018,Masculino,Femenino,11
1/12/2018,Femenino,Masculino,11
1/12/2018,Masculino,Femenino,11
1/12/2018,Femenino,Masculino,11
1/12/2018,Femenino,Masculino,12
1/12/2018,Femenino,Masculino,12
1/12/2018,Femenino,Masculino,13
1/12/2018,Masculino,Femenino,13
1/12/2018,Femenino,Masculino,13
1/12/2018,Masculino,Femenino,13
1/12/2018,Masculino,Femenino,13
1/12/2018,Masculino,Femenino,13
1/12/2018,Masculino,Femenino,13
1/12/2018,Masculino,Femenino,14
1/12/2018,Masculino,Femenino,14
1/12/2018,Femenino,Masculino,15
1/12/2018,Masculino,Femenino,15
1/12/2018,Masculino,Femenino,15
1/12/2018,Masculino,Femenino,15
1/12/2018,Masculino,Femenino,2
1/12/2018,Masculino,Femenino,2
1/12/2018,Masculino,Femenino,4
1/12/2018,Masculino,Femenino,4
1/12/2018,Femenino,Masculino,5
1/12/2018,Masculino,Femenino,5
1/12/2018,Masculino,Femenino,5
1/12/2018,Femenino,Masculino,5
1/12/2018,Masculino,Femenino,6
1/12/2018,Masculino,Femenino,6
1/12/2018,Masculino,Femenino,6
1/12/2018,Masculino,Femenino,6
1/12/2018,Femenino,Masculino,7
1/12/2018,Masculino,Femenino,7
1/12/2018,Masculino,Femenino,7
1/12/2018,Masculino,Femenino,7
1/12/2018,Masculino,Femenino,7
1/12/2018,Masculino,Femenino,7
1/12/2018,Masculino,Femenino,8
1/13/2018,Femenino,Masculino,12
1/14/2018,Masculino,Femenino,8
1/15/2018,Masculino,Femenino,1
1/15/2018,Masculino,Femenino,1
1/15/2018,Masculino,Femenino,1
1/15/2018,Masculino,Masculino,1
1/15/2018,Masculino,Femenino,1
1/15/2018,Masculino,Femenino,1
1/15/2018,Femenino,Masculino,11
1/15/2018,Masculino,Femenino,12
1/15/2018,Femenino,Masculino,12
1/15/2018,Masculino,Femenino,14
1/15/2018,Femenino,Masculino,15
1/15/2018,Masculino,Femenino,15
1/15/2018,Masculino,Femenino,15
1/15/2018,Masculino,Femenino,2
1/15/2018,Masculino,Femenino,4
1/15/2018,Femenino,Masculino,5
1/15/2018,Masculino,Femenino,5
1/15/2018,Masculino,Femenino,6
1/15/2018,Masculino,Femenino,6
1/15/2018,Masculino,Femenino,6
1/15/2018,Masculino,Femenino,7
1/15/2018,Masculino,Femenino,7
1/15/2018,Masculino,Femenino,7
1/15/2018,Masculino,Femenino,7
1/15/2018,Masculino,Femenino,7
1/16/2018,Masculino,Femenino,1
1/16/2018,Masculino,Femenino,1
1/16/2018,Masculino,Femenino,1
1/16/2018,Masculino,Femenino,1
1/16/2018,Masculino,Femenino,1
1/16/2018,Femenino,Masculino,11
1/16/2018,Femenino,Masculino,11
1/16/2018,Masculino,Femenino,13
1/16/2018,Masculino,Femenino,13
1/16/2018,Masculino,Femenino,13
1/16/2018,Masculino,Femenino,15
1/16/2018,Masculino,Masculino,3
1/16/2018,Masculino,Femenino,5
1/16/2018,Masculino,Femenino,7
1/16/2018,Masculino,Femenino,8
1/17/2018,Masculino,Femenino,1
1/17/2018,No declara,Femenino,1
1/17/2018,Masculino,Femenino,1
1/17/2018,Masculino,Femenino,12
1/17/2018,Masculino,Femenino,12
1/17/2018,Masculino,Femenino,12
1/17/2018,Masculino,Femenino,13
1/17/2018,Masculino,Femenino,14
1/17/2018,Masculino,Femenino,2
1/17/2018,Masculino,Femenino,3
1/17/2018,Masculino,Femenino,4
1/17/2018,Masculino,Femenino,4
1/17/2018,Femenino,Masculino,5
1/17/2018,Femenino,Femenino,6
1/17/2018,Masculino,Femenino,7
1/17/2018,No declara,Femenino,8
1/18/2018,Masculino,Femenino,1
1/18/2018,Masculino,Femenino,1
1/18/2018,Masculino,Femenino,1
1/18/2018,Masculino,Masculino,1
1/18/2018,Masculino,Femenino,1
1/18/2018,Masculino,Femenino,1
1/18/2018,Masculino,Femenino,1
1/18/2018,Masculino,Femenino,1
1/18/2018,Masculino,Femenino,1
1/18/2018,Masculino,Femenino,1
1/18/2018,Masculino,Femenino,1
1/18/2018,No declara,Masculino,11
1/18/2018,Masculino,Femenino,11
1/18/2018,Femenino,Masculino,12
1/18/2018,Masculino,Femenino,12
1/18/2018,Masculino,Femenino,12
1/18/2018,Masculino,Femenino,13
1/18/2018,Masculino,Femenino,13
1/18/2018,Femenino,Femenino,13
1/18/2018,Masculino,Femenino,14
1/18/2018,Masculino,Femenino,14
1/18/2018,Masculino,Femenino,14
1/18/2018,Masculino,Femenino,15
1/18/2018,Masculino,Femenino,15
1/18/2018,Femenino,Masculino,15
1/18/2018,Masculino,Femenino,2
1/18/2018,Femenino,Femenino,2
1/18/2018,Masculino,Femenino,3
1/18/2018,Masculino,Femenino,4
1/18/2018,Femenino,Masculino,5
1/18/2018,Masculino,Masculino,5
1/18/2018,Masculino,Femenino,5
1/18/2018,Masculino,Femenino,5
1/18/2018,Masculino,Femenino,5
1/18/2018,Femenino,Masculino,5
1/18/2018,Masculino,Femenino,6
1/18/2018,Masculino,Femenino,6
1/18/2018,Masculino,Femenino,7
1/18/2018,Masculino,Femenino,8
1/18/2018,Masculino,Femenino,8
1/18/2018,Masculino,Femenino,8
1/19/2018,Masculino,Femenino,1
1/19/2018,Masculino,Femenino,1
1/19/2018,Masculino,Femenino,1
1/19/2018,Masculino,Femenino,1
1/19/2018,Masculino,Femenino,1
1/19/2018,Masculino,Femenino,1
1/19/2018,Masculino,Femenino,1
1/19/2018,Masculino,Femenino,1
1/19/2018,Masculino,Femenino,1
1/19/2018,Masculino,Femenino,1
1/19/2018,Masculino,Femenino,1
1/19/2018,Masculino,Femenino,1
1/19/2018,Masculino,Femenino,1
1/19/2018,Masculino,Masculino,1
1/19/2018,Masculino,Femenino,11
1/19/2018,Femenino,Femenino,11
1/19/2018,Femenino,Masculino,11
1/19/2018,Masculino,Femenino,11
1/19/2018,Masculino,Femenino,12
1/19/2018,Masculino,Femenino,12
1/19/2018,Femenino,Masculino,12
1/19/2018,Masculino,No declara,13
1/19/2018,Femenino,Masculino,13
1/19/2018,Masculino,Femenino,14
1/19/2018,Masculino,Femenino,14
1/19/2018,Masculino,Femenino,14
1/19/2018,Masculino,Femenino,14
1/19/2018,Masculino,Femenino,15
1/19/2018,Masculino,Femenino,15
1/19/2018,Femenino,Masculino,3
1/19/2018,Masculino,Femenino,3
1/19/2018,Masculino,Femenino,4
1/19/2018,Masculino,Femenino,4
1/19/2018,Masculino,Femenino,4
1/19/2018,Masculino,Femenino,4
1/19/2018,Masculino,Femenino,5
1/19/2018,Femenino,Masculino,5
1/19/2018,Femenino,Masculino,5
1/19/2018,Masculino,Femenino,5
1/19/2018,Masculino,Femenino,5
1/19/2018,Masculino,Femenino,6
1/19/2018,Masculino,Femenino,6
1/19/2018,Masculino,Femenino,6
1/19/2018,Masculino,Femenino,6
1/19/2018,Femenino,Masculino,7
1/19/2018,Masculino,Femenino,7
1/19/2018,Femenino,Masculino,7
1/19/2018,Masculino,Femenino,7
1/19/2018,Femenino,Masculino,7
1/19/2018,Masculino,Femenino,7
1/19/2018,Masculino,Femenino,8
1/19/2018,Masculino,Femenino,8
1/19/2018,Masculino,Femenino,8
1/19/2018,Masculino,Femenino,8
1/20/2018,Masculino,Femenino,1
1/20/2018,Masculino,Femenino,1
1/22/2018,Masculino,Femenino,1
1/22/2018,Masculino,Femenino,1
1/22/2018,Masculino,Femenino,1
1/22/2018,Femenino,Femenino,1
1/22/2018,Masculino,Femenino,1
1/22/2018,Masculino,Femenino,1
1/22/2018,Masculino,Femenino,11
1/22/2018,Masculino,Femenino,13
1/22/2018,Masculino,Femenino,13
1/22/2018,Femenino,Masculino,13
1/22/2018,Masculino,Femenino,14
1/22/2018,Masculino,Femenino,14
1/22/2018,Masculino,Femenino,14
1/22/2018,Masculino,Masculino,14
1/22/2018,Masculino,Masculino,14
1/22/2018,Masculino,Femenino,14
1/22/2018,Femenino,Masculino,15
1/22/2018,Masculino,Femenino,2
1/22/2018,Masculino,Femenino,2
1/22/2018,Femenino,Masculino,3
1/22/2018,Masculino,Femenino,4
1/22/2018,Masculino,Femenino,4
1/22/2018,Masculino,Femenino,4
1/22/2018,Femenino,Femenino,5
1/22/2018,Masculino,Femenino,5
1/22/2018,Masculino,Femenino,5
1/22/2018,Masculino,Femenino,6
1/22/2018,Masculino,Femenino,6
1/22/2018,Masculino,Femenino,6
1/22/2018,Femenino,Masculino,7
1/22/2018,Masculino,Femenino,7
1/22/2018,Femenino,Masculino,7
1/22/2018,No declara,Femenino,8
1/22/2018,Masculino,Femenino,8
1/23/2018,Masculino,Masculino,1
1/23/2018,Masculino,Femenino,1
1/23/2018,Masculino,Femenino,1
1/23/2018,Masculino,Femenino,1
1/23/2018,Masculino,Femenino,1
1/23/2018,Masculino,Femenino,1
1/23/2018,Masculino,Femenino,1
1/23/2018,Masculino,Masculino,14
1/23/2018,Masculino,Femenino,14
1/23/2018,Masculino,Femenino,15
1/23/2018,Masculino,No declara,5
1/23/2018,Masculino,Femenino,5
1/23/2018,Masculino,Femenino,5
1/23/2018,Masculino,Femenino,7
1/23/2018,Femenino,Masculino,7
1/24/2018,Masculino,Femenino,1
1/24/2018,Masculino,Femenino,1
1/24/2018,Masculino,Femenino,1
1/24/2018,Masculino,Femenino,1
1/24/2018,Masculino,Femenino,1
1/24/2018,Masculino,Femenino,1
1/24/2018,Femenino,Masculino,13
1/24/2018,Masculino,Femenino,13
1/24/2018,Masculino,Femenino,14
1/24/2018,Masculino,Femenino,15
1/24/2018,No declara,Femenino,5
1/24/2018,Femenino,Masculino,5
1/24/2018,Masculino,Femenino,5
1/24/2018,Masculino,Femenino,5
1/24/2018,Masculino,Femenino,5
1/24/2018,Femenino,Femenino,6
1/24/2018,Femenino,Masculino,7
1/25/2018,Masculino,Femenino,1
1/25/2018,Masculino,Femenino,1
1/25/2018,Masculino,Femenino,1
1/25/2018,Masculino,Femenino,1
1/25/2018,Masculino,Femenino,1
1/25/2018,Masculino,Femenino,1
1/25/2018,Masculino,Femenino,1
1/25/2018,Masculino,Femenino,1
1/25/2018,Masculino,Femenino,12
1/25/2018,Masculino,Femenino,14
1/25/2018,Masculino,Femenino,14
1/25/2018,Masculino,Femenino,14
1/25/2018,Femenino,Masculino,15
1/25/2018,Femenino,Masculino,5
1/25/2018,Femenino,Masculino,5
1/25/2018,No declara,Femenino,5
1/25/2018,Masculino,Femenino,7
1/25/2018,Femenino,Masculino,7
1/26/2018,Masculino,Femenino,1
1/26/2018,Masculino,Femenino,1
1/26/2018,Masculino,Femenino,1
1/26/2018,Masculino,Femenino,1
1/26/2018,Masculino,Femenino,1
1/26/2018,Masculino,Femenino,1
1/26/2018,Masculino,Femenino,1
1/26/2018,Masculino,Femenino,1
1/26/2018,Masculino,Femenino,1
1/26/2018,Masculino,Femenino,1
1/26/2018,Masculino,Femenino,1
1/26/2018,Masculino,Masculino,1
1/26/2018,Masculino,Femenino,1
1/26/2018,Masculino,Femenino,1
1/26/2018,Masculino,Femenino,1
1/26/2018,Masculino,Femenino,1
1/26/2018,Masculino,Femenino,1
1/26/2018,Masculino,Femenino,1
1/26/2018,Masculino,Femenino,1
1/26/2018,Femenino,Masculino,11
1/26/2018,Femenino,Masculino,11
1/26/2018,Femenino,Masculino,11
1/26/2018,Masculino,Femenino,11
1/26/2018,Femenino,Masculino,12
1/26/2018,Femenino,Masculino,12
1/26/2018,Masculino,Femenino,12
1/26/2018,Femenino,Masculino,12
1/26/2018,Femenino,Masculino,12
1/26/2018,Masculino,Femenino,13
1/26/2018,Masculino,Femenino,13
1/26/2018,Femenino,Masculino,13
1/26/2018,Masculino,Femenino,13
1/26/2018,Femenino,Masculino,13
1/26/2018,Masculino,Femenino,13
1/26/2018,Femenino,Masculino,13
1/26/2018,Masculino,Femenino,13
1/26/2018,Masculino,Femenino,13
1/26/2018,Masculino,Femenino,13
1/26/2018,Masculino,Masculino,14
1/26/2018,Masculino,Femenino,14
1/26/2018,Masculino,Femenino,14
1/26/2018,Masculino,Femenino,14
1/26/2018,Masculino,Femenino,14
1/26/2018,Masculino,Femenino,14
1/26/2018,Masculino,Femenino,14
1/26/2018,Masculino,Femenino,14
1/26/2018,Masculino,Femenino,14
1/26/2018,Masculino,Masculino,15
1/26/2018,Femenino,Masculino,15
1/26/2018,Masculino,Masculino,15
1/26/2018,Femenino,Masculino,15
1/26/2018,Masculino,Femenino,15
1/26/2018,Masculino,Femenino,2
1/26/2018,Masculino,Femenino,2
1/26/2018,Masculino,Femenino,2
1/26/2018,Masculino,Femenino,3
1/26/2018,Masculino,Femenino,3
1/26/2018,Masculino,Femenino,4
1/26/2018,Masculino,Femenino,4
1/26/2018,Masculino,Femenino,5
1/26/2018,Femenino,Masculino,5
1/26/2018,Femenino,Masculino,5
1/26/2018,Masculino,Femenino,5
1/26/2018,Femenino,Masculino,5
1/26/2018,Masculino,Femenino,5
1/26/2018,Masculino,Femenino,5
1/26/2018,Femenino,Masculino,5
1/26/2018,Masculino,Femenino,6
1/26/2018,Masculino,Femenino,6
1/26/2018,Masculino,Femenino,6
1/26/2018,Masculino,Femenino,6
1/26/2018,Masculino,Femenino,7
1/26/2018,Masculino,Femenino,7
1/26/2018,Femenino,Masculino,7
1/26/2018,Femenino,Masculino,7
1/26/2018,Femenino,Masculino,7
1/26/2018,Masculino,Femenino,8
1/26/2018,Masculino,Femenino,8
1/26/2018,Masculino,Femenino,8
1/29/2018,Masculino,Femenino,1
1/29/2018,Masculino,Femenino,1
1/29/2018,Masculino,Femenino,1
1/29/2018,Masculino,Femenino,1
1/29/2018,Masculino,Femenino,11
1/29/2018,Femenino,Masculino,11
1/29/2018,Masculino,Femenino,11
1/29/2018,Masculino,Femenino,12
1/29/2018,Masculino,Femenino,13
1/29/2018,Masculino,Femenino,2
1/29/2018,Masculino,Femenino,3
1/29/2018,Masculino,Femenino,4
1/29/2018,Masculino,Femenino,4
1/29/2018,Masculino,Femenino,4
1/29/2018,Femenino,Masculino,5
1/29/2018,Masculino,Femenino,6
1/29/2018,Femenino,Masculino,7
1/29/2018,Femenino,Masculino,7
1/29/2018,Masculino,Femenino,7
1/29/2018,Masculino,Femenino,8
1/30/2018,Masculino,Femenino,1
1/30/2018,Masculino,Femenino,1
1/30/2018,Femenino,Masculino,11
1/30/2018,Femenino,Masculino,12
1/30/2018,Masculino,Femenino,14
1/30/2018,Masculino,Femenino,4
1/30/2018,Femenino,Masculino,5
1/30/2018,Femenino,Masculino,5
1/30/2018,Femenino,Masculino,5
1/30/2018,Masculino,Femenino,5
1/30/2018,Masculino,Femenino,6
1/31/2018,Masculino,Masculino,1
1/31/2018,No declara,Femenino,1
1/31/2018,Masculino,Femenino,1
1/31/2018,Masculino,Femenino,1
1/31/2018,Masculino,Femenino,1
1/31/2018,Masculino,Femenino,11
1/31/2018,Femenino,Masculino,12
1/31/2018,Masculino,Femenino,12
1/31/2018,Femenino,Masculino,12
1/31/2018,Femenino,Masculino,13
1/31/2018,Femenino,Masculino,13
1/31/2018,Masculino,Femenino,14
1/31/2018,Masculino,Femenino,14
1/31/2018,Femenino,Masculino,15
1/31/2018,Masculino,Femenino,2
1/31/2018,Masculino,Femenino,2
1/31/2018,Masculino,Femenino,3
1/31/2018,Femenino,Masculino,3
1/31/2018,Masculino,Masculino,3
1/31/2018,Femenino,Masculino,3
1/31/2018,Femenino,Masculino,5
1/31/2018,Masculino,Femenino,5
1/31/2018,Masculino,Femenino,5
1/31/2018,Masculino,Femenino,5
1/31/2018,Masculino,Femenino,6
1/31/2018,Femenino,Masculino,7
1/31/2018,Femenino,Masculino,7
2/1/2018,Masculino,Masculino,1
2/1/2018,Masculino,Femenino,1
2/1/2018,Masculino,Femenino,1
2/1/2018,Masculino,Femenino,1
2/1/2018,Masculino,Femenino,1
2/1/2018,Masculino,Femenino,1
2/1/2018,Masculino,Femenino,1
2/1/2018,Femenino,Masculino,12
2/1/2018,Femenino,Masculino,12
2/1/2018,Masculino,Femenino,13
2/1/2018,Femenino,Masculino,13
2/1/2018,Masculino,Femenino,14
2/1/2018,Masculino,Femenino,14
2/1/2018,Masculino,Femenino,14
2/1/2018,Masculino,Femenino,14
2/1/2018,Masculino,Femenino,4
2/1/2018,Masculino,Femenino,4
2/1/2018,Masculino,Femenino,4
2/1/2018,Masculino,Femenino,5
2/1/2018,Masculino,Femenino,6
2/1/2018,Femenino,Masculino,7
2/1/2018,Femenino,Masculino,7
2/1/2018,Masculino,Femenino,7
2/1/2018,Femenino,Masculino,7
2/1/2018,Femenino,Masculino,7
2/1/2018,Masculino,Femenino,7
2/1/2018,Masculino,Femenino,8
2/2/2018,Masculino,Femenino,1
2/2/2018,Masculino,Femenino,1
2/2/2018,Masculino,Femenino,1
2/2/2018,Masculino,Femenino,1
2/2/2018,Masculino,Femenino,1
2/2/2018,Masculino,Femenino,1
2/2/2018,Masculino,Femenino,1
2/2/2018,Masculino,Femenino,1
2/2/2018,Masculino,Femenino,1
2/2/2018,Masculino,Femenino,1
2/2/2018,Masculino,Femenino,1
2/2/2018,Masculino,Femenino,1
2/2/2018,Masculino,Femenino,1
2/2/2018,Masculino,Femenino,1
2/2/2018,Masculino,Femenino,1
2/2/2018,Masculino,Femenino,1
2/2/2018,Masculino,Femenino,1
2/2/2018,Masculino,Masculino,1
2/2/2018,Masculino,No declara,1
2/2/2018,Masculino,Femenino,1
2/2/2018,Masculino,Femenino,1
2/2/2018,Masculino,Femenino,1
2/2/2018,Masculino,Femenino,1
2/2/2018,Masculino,Masculino,1
2/2/2018,Masculino,Femenino,11
2/2/2018,Femenino,Masculino,11
2/2/2018,Masculino,Femenino,11
2/2/2018,Masculino,Femenino,11
2/2/2018,Femenino,Masculino,11
2/2/2018,Femenino,Masculino,11
2/2/2018,Femenino,Masculino,12
2/2/2018,Femenino,Masculino,12
2/2/2018,Femenino,Masculino,12
2/2/2018,Masculino,Femenino,12
2/2/2018,Femenino,Masculino,12
2/2/2018,Masculino,Femenino,12
2/2/2018,Femenino,Masculino,12
2/2/2018,Masculino,Femenino,13
2/2/2018,Masculino,Femenino,13
2/2/2018,Femenino,Masculino,13
2/2/2018,Femenino,Masculino,13
2/2/2018,Masculino,Femenino,13
2/2/2018,Masculino,Femenino,13
2/2/2018,Masculino,Femenino,13
2/2/2018,Masculino,Femenino,14
2/2/2018,Masculino,Femenino,14
2/2/2018,Masculino,Femenino,14
2/2/2018,Masculino,Femenino,14
2/2/2018,Masculino,Femenino,14
2/2/2018,Masculino,Femenino,14
2/2/2018,Masculino,Femenino,14
2/2/2018,Masculino,Femenino,14
2/2/2018,Masculino,Femenino,14
2/2/2018,Masculino,Femenino,15
2/2/2018,Femenino,Masculino,15
2/2/2018,Masculino,Femenino,15
2/2/2018,Masculino,Masculino,2
2/2/2018,Masculino,Femenino,2
2/2/2018,Masculino,Femenino,2
2/2/2018,Masculino,Femenino,4
2/2/2018,Masculino,Femenino,4
2/2/2018,Masculino,Femenino,4
2/2/2018,Masculino,Femenino,5
2/2/2018,Masculino,Femenino,5
2/2/2018,Masculino,Femenino,5
2/2/2018,Femenino,Masculino,5
2/2/2018,Masculino,Femenino,5
2/2/2018,Masculino,Femenino,5
2/2/2018,Femenino,Masculino,5
2/2/2018,Masculino,Femenino,6
2/2/2018,Masculino,Femenino,6
2/2/2018,Masculino,Masculino,6
2/2/2018,Masculino,Femenino,6
2/2/2018,Masculino,Femenino,6
2/2/2018,Masculino,Femenino,6
2/2/2018,Masculino,Femenino,6
2/2/2018,Masculino,Femenino,7
2/2/2018,Masculino,Femenino,7
2/2/2018,Femenino,Masculino,7
2/2/2018,Masculino,Femenino,7
2/2/2018,Femenino,Femenino,7
2/2/2018,Masculino,Femenino,7
2/2/2018,Masculino,Femenino,7
2/2/2018,Masculino,Femenino,7
2/2/2018,Masculino,Femenino,7
2/2/2018,Masculino,Femenino,8
2/2/2018,Masculino,Femenino,8
2/3/2018,Femenino,Masculino,11
2/3/2018,Masculino,Femenino,8
2/5/2018,Masculino,Femenino,1
